line_name,station_name,train_number,direction_type,arrival_time,last_seen_time,status,count,dwell_seconds,dwell_minutes
5호선,굽은다리(강동구민회관앞),5107,1,2026-01-07 15:22:15,2026-01-07 15:22:15,3,1,0.0,0.0
5호선,길동,5107,1,2026-01-07 15:20:50,2026-01-07 15:21:08,0,2,18.0,0.3
5호선,김포공항,5122,0,2026-01-07 15:22:19,2026-01-07 15:22:19,3,1,0.0,0.0
5호선,까치산,5631,1,2026-01-07 15:19:35,2026-01-07 15:19:35,3,1,0.0,0.0
5호선,동대문역사문화공원,5111,1,2026-01-07 15:19:53,2026-01-07 15:19:53,1,1,0.0,0.0
5호선,동대문역사문화공원,5606,0,2026-01-07 15:21:35,2026-01-07 15:21:55,3,2,20.0,0.3333333333333333
5호선,둔촌동,5610,0,2026-01-07 15:20:55,2026-01-07 15:22:02,3,3,67.0,1.1166666666666667
5호선,마곡,5633,1,2026-01-07 15:21:59,2026-01-07 15:21:59,3,1,0.0,0.0
5호선,마장,5130,0,2026-01-07 15:20:32,2026-01-07 15:20:32,1,1,0.0,0.0
5호선,마장,5625,1,2026-01-07 15:22:16,2026-01-07 15:22:16,3,1,0.0,0.0
5호선,마천,5612,0,2026-01-07 15:20:58,2026-01-07 15:20:58,1,3,0.0,0.0
5호선,목동,5124,0,2026-01-07 15:20:45,2026-01-07 15:20:45,1,2,0.0,0.0
5호선,방화,5119,1,2026-01-07 15:22:18,2026-01-07 15:22:18,2,1,0.0,0.0
5호선,방화,5598,0,2026-01-07 15:21:11,2026-01-07 15:21:44,3,2,33.0,0.55
5호선,상일동,5134,0,2026-01-07 15:20:38,2026-01-07 15:21:11,0,3,33.0,0.55
5호선,상일동,5197,1,2026-01-07 15:21:39,2026-01-07 15:23:08,1,3,89.0,1.4833333333333334
5호선,송정,5122,0,2026-01-07 15:21:00,2026-01-07 15:21:19,0,2,19.0,0.31666666666666665
5호선,송정,5633,1,2026-01-07 15:20:50,2026-01-07 15:20:50,1,2,0.0,0.0
5호선,신길,5629,1,2026-01-07 15:20:44,2026-01-07 15:20:44,1,2,0.0,0.0
5호선,신정(은행정),5124,0,2026-01-07 15:22:10,2026-01-07 15:22:10,0,1,0.0,0.0
5호선,신정(은행정),5631,1,2026-01-07 15:21:34,2026-01-07 15:21:34,3,2,0.0,0.0
5호선,애오개,5113,1,2026-01-07 15:20:46,2026-01-07 15:21:37,3,3,51.0,0.85
5호선,애오개,5604,0,2026-01-07 15:20:54,2026-01-07 15:21:36,3,3,42.0,0.7
5호선,양평,5115,1,2026-01-07 15:20:02,2026-01-07 15:20:02,1,1,0.0,0.0
5호선,여의나루,5126,0,2026-01-07 15:20:42,2026-01-07 15:20:42,1,2,0.0,0.0
5호선,여의도,5126,0,2026-01-07 15:22:18,2026-01-07 15:22:18,0,1,0.0,0.0
5호선,여의도,5629,1,2026-01-07 15:21:49,2026-01-07 15:21:49,3,1,0.0,0.0
5호선,영등포구청,5115,1,2026-01-07 15:21:30,2026-01-07 15:21:50,0,2,20.0,0.3333333333333333
5호선,영등포구청,5602,0,2026-01-07 15:21:34,2026-01-07 15:22:13,3,2,39.0,0.65
5호선,영등포시장,5602,0,2026-01-07 15:20:30,2026-01-07 15:20:30,1,1,0.0,0.0
5호선,왕십리,5130,0,2026-01-07 15:21:32,2026-01-07 15:22:02,3,2,30.0,0.5
5호선,왕십리,5625,1,2026-01-07 15:20:56,2026-01-07 15:21:13,0,2,17.0,0.2833333333333333
5호선,우장산,5117,1,2026-01-07 15:20:36,2026-01-07 15:21:37,1,2,61.0,1.0166666666666666
5호선,우장산,5600,0,2026-01-07 15:22:05,2026-01-07 15:22:05,3,1,0.0,0.0
5호선,장한평,5109,1,2026-01-07 15:20:09,2026-01-07 15:20:09,1,1,0.0,0.0
5호선,장한평,5608,0,2026-01-07 15:21:49,2026-01-07 15:21:49,3,1,0.0,0.0
5호선,종로3가,5128,0,2026-01-07 15:20:22,2026-01-07 15:21:30,3,3,68.0,1.1333333333333333
5호선,종로3가,5627,1,2026-01-07 15:20:55,2026-01-07 15:21:55,3,3,60.0,1.0
5호선,천호(풍납토성),5623,1,2026-01-07 15:21:47,2026-01-07 15:21:47,3,1,0.0,0.0
5호선,청구,5111,1,2026-01-07 15:21:15,2026-01-07 15:21:51,0,2,36.0,0.6
5호선,청구,5606,0,2026-01-07 15:20:33,2026-01-07 15:20:33,1,1,0.0,0.0
5호선,하남검단산,5136,0,2026-01-07 15:20:57,2026-01-07 15:20:57,1,3,0.0,0.0
5호선,하남풍산,5105,1,2026-01-07 15:20:58,2026-01-07 15:20:58,3,3,0.0,0.0
5호선,화곡,5117,1,2026-01-07 15:22:17,2026-01-07 15:22:17,0,1,0.0,0.0
5호선,화곡,5600,0,2026-01-07 15:20:44,2026-01-07 15:21:01,0,2,17.0,0.2833333333333333
6호선,고려대,6190,0,2026-01-07 15:21:28,2026-01-07 15:21:28,1,2,0.0,0.0
6호선,공덕,6184,0,2026-01-07 15:21:40,2026-01-07 15:22:21,3,2,41.0,0.6833333333333333
6호선,독바위,6189,1,2026-01-07 15:22:49,2026-01-07 15:22:49,3,1,0.0,0.0
6호선,동묘앞,6177,1,2026-01-07 15:22:34,2026-01-07 15:22:34,3,1,0.0,0.0
6호선,동묘앞,6188,0,2026-01-07 15:20:38,2026-01-07 15:20:38,1,1,0.0,0.0
6호선,망원,6182,0,2026-01-07 15:22:50,2026-01-07 15:22:50,1,1,0.0,0.0
6호선,버티고개,6179,1,2026-01-07 15:22:33,2026-01-07 15:22:33,3,1,0.0,0.0
6호선,봉화산,6171,1,2026-01-07 15:17:01,2026-01-07 15:17:01,3,1,0.0,0.0
6호선,봉화산,6194,0,2026-01-07 15:18:07,2026-01-07 15:18:07,1,2,0.0,0.0
6호선,불광,6189,1,2026-01-07 15:21:33,2026-01-07 15:21:33,1,2,0.0,0.0
6호선,상수,6183,1,2026-01-07 15:21:23,2026-01-07 15:22:01,3,3,38.0,0.6333333333333333
6호선,석계,6192,0,2026-01-07 15:21:46,2026-01-07 15:22:16,3,2,30.0,0.5
6호선,신당,6177,1,2026-01-07 15:21:29,2026-01-07 15:21:29,1,2,0.0,0.0
6호선,신당,6188,0,2026-01-07 15:21:43,2026-01-07 15:22:07,3,2,24.0,0.4
6호선,안암(고대병원앞),6190,0,2026-01-07 15:22:28,2026-01-07 15:22:28,3,1,0.0,0.0
6호선,월곡(동덕여대),6175,1,2026-01-07 15:21:29,2026-01-07 15:22:32,3,3,63.0,1.05
6호선,월드컵경기장(성산),6185,1,2026-01-07 15:21:25,2026-01-07 15:22:00,3,3,35.0,0.5833333333333334
6호선,응암(하선-종착),6178,0,2026-01-07 15:17:39,2026-01-07 15:17:39,1,2,0.0,0.0
6호선,응암(하선-종착),6187,1,2026-01-07 15:21:26,2026-01-07 15:22:43,3,3,77.0,1.2833333333333334
6호선,이태원,6186,0,2026-01-07 15:21:46,2026-01-07 15:22:42,3,2,56.0,0.9333333333333333
6호선,증산(명지대앞),6180,0,2026-01-07 15:21:34,2026-01-07 15:22:18,3,3,44.0,0.7333333333333333
6호선,태릉입구,6173,1,2026-01-07 15:21:30,2026-01-07 15:21:30,1,2,0.0,0.0
6호선,태릉입구,6192,0,2026-01-07 15:20:39,2026-01-07 15:20:39,1,1,0.0,0.0
6호선,한강진,6179,1,2026-01-07 15:21:19,2026-01-07 15:21:19,1,2,0.0,0.0
6호선,한강진,6186,0,2026-01-07 15:20:42,2026-01-07 15:20:42,1,1,0.0,0.0
6호선,합정,6182,0,2026-01-07 15:20:53,2026-01-07 15:20:53,1,2,0.0,0.0
6호선,화랑대(서울여대입구),6173,1,2026-01-07 15:22:51,2026-01-07 15:22:51,3,1,0.0,0.0
6호선,효창공원앞,6181,1,2026-01-07 15:21:20,2026-01-07 15:22:00,3,3,40.0,0.6666666666666666
6호선,효창공원앞,6184,0,2026-01-07 15:21:35,2026-01-07 15:21:35,2,1,0.0,0.0
7호선,가산디지털단지,7231,1,2026-01-07 15:20:44,2026-01-07 15:20:44,1,2,0.0,0.0
7호선,고속터미널,7216,0,2026-01-07 15:20:58,2026-01-07 15:20:58,1,2,0.0,0.0
7호선,고속터미널,7239,1,2026-01-07 15:21:28,2026-01-07 15:21:28,2,2,0.0,0.0
7호선,공릉(서울산업대입구),7251,1,2026-01-07 15:21:08,2026-01-07 15:21:08,1,2,0.0,0.0
7호선,광명사거리,7226,0,2026-01-07 15:20:31,2026-01-07 15:21:41,1,2,70.0,1.1666666666666667
7호선,광명사거리,7229,1,2026-01-07 15:21:09,2026-01-07 15:21:09,2,2,0.0,0.0
7호선,군자(능동),7210,0,2026-01-07 15:21:21,2026-01-07 15:21:21,2,2,0.0,0.0
7호선,남구로,7224,0,2026-01-07 15:21:18,2026-01-07 15:21:18,2,2,0.0,0.0
7호선,남성,7218,0,2026-01-07 15:20:44,2026-01-07 15:21:42,1,2,58.0,0.9666666666666667
7호선,남성,7237,1,2026-01-07 15:20:58,2026-01-07 15:20:58,1,2,0.0,0.0
7호선,노원,7202,0,2026-01-07 15:20:53,2026-01-07 15:20:53,1,2,0.0,0.0
7호선,노원,7253,1,2026-01-07 15:21:31,2026-01-07 15:21:31,1,2,0.0,0.0
7호선,도봉산,7200,0,2026-01-07 15:20:43,2026-01-07 15:20:43,1,2,0.0,0.0
7호선,도봉산,7255,1,2026-01-07 15:20:49,2026-01-07 15:20:49,1,2,0.0,0.0
7호선,뚝섬유원지,7212,0,2026-01-07 15:21:24,2026-01-07 15:21:46,0,2,22.0,0.36666666666666664
7호선,뚝섬유원지,7243,1,2026-01-07 15:20:06,2026-01-07 15:20:06,2,1,0.0,0.0
7호선,먹골,7206,0,2026-01-07 15:20:57,2026-01-07 15:20:57,1,2,0.0,0.0
7호선,보라매,7222,0,2026-01-07 15:20:54,2026-01-07 15:20:54,1,2,0.0,0.0
7호선,부천종합운동장,7230,0,2026-01-07 15:21:43,2026-01-07 15:21:43,0,1,0.0,0.0
7호선,부평구청,7234,0,2026-01-07 15:20:40,2026-01-07 15:20:40,1,2,0.0,0.0
7호선,사가정,7208,0,2026-01-07 15:20:37,2026-01-07 15:21:39,1,2,62.0,1.0333333333333334
7호선,사가정,7247,1,2026-01-07 15:21:13,2026-01-07 15:21:13,2,1,0.0,0.0
7호선,산곡,7219,1,2026-01-07 15:21:09,2026-01-07 15:21:51,0,2,42.0,0.7
7호선,상도(중앙대앞),7220,0,2026-01-07 15:21:16,2026-01-07 15:21:16,2,1,0.0,0.0
7호선,상도(중앙대앞),7235,1,2026-01-07 15:21:44,2026-01-07 15:21:44,0,1,0.0,0.0
7호선,상동,7223,1,2026-01-07 15:21:23,2026-01-07 15:21:23,1,2,0.0,0.0
7호선,숭실대입구(살피재),7220,0,2026-01-07 15:21:46,2026-01-07 15:21:46,0,1,0.0,0.0
7호선,숭실대입구(살피재),7235,1,2026-01-07 15:21:19,2026-01-07 15:21:19,2,1,0.0,0.0
7호선,신풍,7233,1,2026-01-07 15:21:27,2026-01-07 15:21:27,1,2,0.0,0.0
7호선,어린이대공원(세종대),7245,1,2026-01-07 15:21:30,2026-01-07 15:21:48,0,2,18.0,0.3
7호선,온수,7227,1,2026-01-07 15:20:36,2026-01-07 15:20:36,2,2,0.0,0.0
7호선,온수,7228,0,2026-01-07 15:21:12,2026-01-07 15:21:12,2,2,0.0,0.0
7호선,용마산,7247,1,2026-01-07 15:21:41,2026-01-07 15:21:41,0,1,0.0,0.0
7호선,중화,7249,1,2026-01-07 15:21:24,2026-01-07 15:21:24,2,2,0.0,0.0
7호선,청담,7243,1,2026-01-07 15:21:39,2026-01-07 15:21:39,0,1,0.0,0.0
7호선,춘의역,7230,0,2026-01-07 15:21:14,2026-01-07 15:21:14,2,1,0.0,0.0
7호선,하계,7204,0,2026-01-07 15:21:02,2026-01-07 15:21:02,1,2,0.0,0.0
7호선,학동,7214,0,2026-01-07 15:20:46,2026-01-07 15:21:47,1,2,61.0,1.0166666666666666
7호선,학동,7241,1,2026-01-07 15:21:11,2026-01-07 15:21:11,1,2,0.0,0.0
8호선,강동구청,8176,0,2026-01-07 15:20:53,2026-01-07 15:20:53,1,2,0.0,0.0
8호선,다산,8177,1,2026-01-07 15:20:50,2026-01-07 15:21:32,0,2,42.0,0.7
8호선,단대오거리,8182,0,2026-01-07 15:21:24,2026-01-07 15:21:24,2,2,0.0,0.0
8호선,동구릉,8172,0,2026-01-07 15:20:30,2026-01-07 15:21:27,1,2,57.0,0.95
8호선,복정,8180,0,2026-01-07 15:21:21,2026-01-07 15:21:21,0,2,0.0,0.0
8호선,산성,8167,1,2026-01-07 15:21:19,2026-01-07 15:21:19,1,2,0.0,0.0
8호선,송파,8178,0,2026-01-07 15:21:25,2026-01-07 15:21:25,2,2,0.0,0.0
8호선,수진,8165,1,2026-01-07 15:20:54,2026-01-07 15:20:54,2,2,0.0,0.0
8호선,암사,8173,1,2026-01-07 15:20:33,2026-01-07 15:21:28,1,2,55.0,0.9166666666666666
8호선,암사역사공원,8174,0,2026-01-07 15:20:30,2026-01-07 15:21:33,1,2,63.0,1.05
8호선,잠실,8171,1,2026-01-07 15:20:23,2026-01-07 15:21:30,1,2,67.0,1.1166666666666667
8호선,장자호수공원,8175,1,2026-01-07 15:20:36,2026-01-07 15:21:31,1,2,55.0,0.9166666666666666
8호선,장지,8169,1,2026-01-07 15:20:59,2026-01-07 15:21:28,0,2,29.0,0.48333333333333334
9호선,가양,9123,0,2026-01-07 15:20:20,2026-01-07 15:20:20,1,2,0.0,0.0
9호선,가양,9609,0,2026-01-07 15:21:25,2026-01-07 15:21:25,1,2,0.0,0.0
9호선,개화,9119,0,2026-01-07 15:18:24,2026-01-07 15:18:24,0,2,0.0,0.0
9호선,개화,9138,1,2026-01-07 15:18:37,2026-01-07 15:18:37,1,2,0.0,0.0
9호선,고속터미널,9128,1,2026-01-07 15:21:52,2026-01-07 15:22:04,1,2,12.0,0.2
9호선,공항시장,9121,0,2026-01-07 15:21:52,2026-01-07 15:21:52,2,1,0.0,0.0
9호선,공항시장,9626,1,2026-01-07 15:22:17,2026-01-07 15:22:17,0,1,0.0,0.0
9호선,김포공항,9121,0,2026-01-07 15:22:17,2026-01-07 15:22:17,0,1,0.0,0.0
9호선,김포공항,9626,1,2026-01-07 15:21:52,2026-01-07 15:21:52,2,1,0.0,0.0
9호선,노들,9127,0,2026-01-07 15:21:38,2026-01-07 15:22:17,1,2,39.0,0.65
9호선,노량진,9611,0,2026-01-07 15:21:26,2026-01-07 15:21:26,2,1,0.0,0.0
9호선,노량진,9622,1,2026-01-07 15:20:49,2026-01-07 15:22:17,1,2,88.0,1.4666666666666666
9호선,당산,9132,1,2026-01-07 15:21:52,2026-01-07 15:22:07,2,2,15.0,0.25
9호선,둔촌오륜,9135,0,2026-01-07 15:21:52,2026-01-07 15:21:52,1,2,0.0,0.0
9호선,마곡나루,9136,1,2026-01-07 15:21:52,2026-01-07 15:22:17,0,2,25.0,0.4166666666666667
9호선,사평,9613,0,2026-01-07 15:21:52,2026-01-07 15:22:16,1,2,24.0,0.4
9호선,삼성중앙,9126,1,2026-01-07 15:21:05,2026-01-07 15:22:17,1,2,72.0,1.2
9호선,삼성중앙,9131,0,2026-01-07 15:21:44,2026-01-07 15:21:44,1,2,0.0,0.0
9호선,삼전,9618,1,2026-01-07 15:21:52,2026-01-07 15:22:15,1,2,23.0,0.38333333333333336
9호선,샛강,9611,0,2026-01-07 15:22:17,2026-01-07 15:22:17,2,1,0.0,0.0
9호선,석촌,9133,0,2026-01-07 15:21:52,2026-01-07 15:22:10,1,2,18.0,0.3
9호선,석촌고분,9124,1,2026-01-07 15:21:42,2026-01-07 15:21:42,1,2,0.0,0.0
9호선,석촌고분,9615,0,2026-01-07 15:21:52,2026-01-07 15:22:17,1,2,25.0,0.4166666666666667
9호선,선유도,9125,0,2026-01-07 15:21:05,2026-01-07 15:22:17,1,2,72.0,1.2
9호선,신논현,9620,1,2026-01-07 15:21:43,2026-01-07 15:21:43,1,2,0.0,0.0
9호선,신반포,9129,0,2026-01-07 15:21:52,2026-01-07 15:22:00,1,2,8.0,0.13333333333333333
9호선,염창,9624,1,2026-01-07 15:21:39,2026-01-07 15:21:39,1,2,0.0,0.0
9호선,올림픽공원,9122,1,2026-01-07 15:21:05,2026-01-07 15:22:17,1,2,72.0,1.2
9호선,중앙보훈병원,9616,1,2026-01-07 15:21:52,2026-01-07 15:22:15,0,2,23.0,0.38333333333333336
9호선,중앙보훈병원,9617,0,2026-01-07 15:20:12,2026-01-07 15:20:12,1,2,0.0,0.0
9호선,증미,9134,1,2026-01-07 15:21:04,2026-01-07 15:22:14,1,2,70.0,1.1666666666666667
9호선,흑석,9130,1,2026-01-07 15:21:52,2026-01-07 15:22:17,0,2,25.0,0.4166666666666667
경의중앙선,가좌,5093,1,2026-01-07 15:21:51,2026-01-07 15:21:51,0,1,0.0,0.0
경의중앙선,강매,5095,1,2026-01-07 15:22:08,2026-01-07 15:22:08,1,1,0.0,0.0
경의중앙선,구리,5085,1,2026-01-07 15:20:44,2026-01-07 15:22:13,0,2,89.0,1.4833333333333334
경의중앙선,금촌,5099,1,2026-01-07 15:21:24,2026-01-07 15:21:24,1,2,0.0,0.0
경의중앙선,능곡,5082,0,2026-01-07 15:18:53,2026-01-07 15:18:53,1,1,0.0,0.0
경의중앙선,대곡,2511,1,2026-01-07 15:20:38,2026-01-07 15:21:54,0,2,76.0,1.2666666666666666
경의중앙선,대곡,5082,0,2026-01-07 15:22:05,2026-01-07 15:22:05,0,1,0.0,0.0
경의중앙선,덕소,5081,1,2026-01-07 15:20:10,2026-01-07 15:20:10,1,2,0.0,0.0
경의중앙선,덕소,5092,0,2026-01-07 15:20:24,2026-01-07 15:20:24,1,2,0.0,0.0
경의중앙선,디지털미디어시티,5093,1,2026-01-07 15:20:18,2026-01-07 15:20:18,1,1,0.0,0.0
경의중앙선,수색,5084,0,2026-01-07 15:19:49,2026-01-07 15:19:49,1,2,0.0,0.0
경의중앙선,아신,5098,0,2026-01-07 15:20:55,2026-01-07 15:20:55,0,2,0.0,0.0
경의중앙선,야당,5097,1,2026-01-07 15:20:05,2026-01-07 15:20:05,1,1,0.0,0.0
경의중앙선,양원,5090,0,2026-01-07 15:21:25,2026-01-07 15:21:25,0,2,0.0,0.0
경의중앙선,양정,5083,1,2026-01-07 15:20:26,2026-01-07 15:21:55,0,2,89.0,1.4833333333333334
경의중앙선,옥수,5089,1,2026-01-07 15:21:49,2026-01-07 15:21:49,0,2,0.0,0.0
경의중앙선,용산,5086,0,2026-01-07 15:22:10,2026-01-07 15:22:10,0,1,0.0,0.0
경의중앙선,운길산,5094,0,2026-01-07 15:21:46,2026-01-07 15:21:46,1,2,0.0,0.0
경의중앙선,이촌,5086,0,2026-01-07 15:17:51,2026-01-07 15:17:51,1,1,0.0,0.0
경의중앙선,중랑,5087,1,2026-01-07 15:21:35,2026-01-07 15:21:35,0,2,0.0,0.0
경의중앙선,탄현,5097,1,2026-01-07 15:22:26,2026-01-07 15:22:26,0,1,0.0,0.0
경의중앙선,파주,5078,0,2026-01-07 15:20:53,2026-01-07 15:20:53,1,2,0.0,0.0
경의중앙선,풍산,5080,0,2026-01-07 15:21:01,2026-01-07 15:21:53,0,2,52.0,0.8666666666666667
경의중앙선,행신,5095,1,2026-01-07 15:20:32,2026-01-07 15:20:32,1,1,0.0,0.0
경의중앙선,회기,5088,0,2026-01-07 15:21:32,2026-01-07 15:22:18,0,2,46.0,0.7666666666666667
경의중앙선,효창공원앞,5091,1,2026-01-07 15:20:56,2026-01-07 15:20:56,1,2,0.0,0.0
경춘선,가평,8058,0,2026-01-07 15:20:31,2026-01-07 15:20:31,1,2,0.0,0.0
경춘선,김유정,8060,0,2026-01-07 15:18:40,2026-01-07 15:18:40,1,2,0.0,0.0
경춘선,대성리,8053,1,2026-01-07 15:20:41,2026-01-07 15:20:41,1,2,0.0,0.0
경춘선,마석,8056,0,2026-01-07 15:20:57,2026-01-07 15:20:57,1,2,0.0,0.0
경춘선,망우,8057,1,2026-01-07 15:21:29,2026-01-07 15:21:29,1,2,0.0,0.0
경춘선,백양리,8049,1,2026-01-07 15:21:36,2026-01-07 15:21:36,1,2,0.0,0.0
경춘선,상천,8051,1,2026-01-07 15:19:50,2026-01-07 15:19:50,1,2,0.0,0.0
경춘선,신내,8054,0,2026-01-07 15:20:53,2026-01-07 15:22:04,0,2,71.0,1.1833333333333333
경춘선,춘천,2017,1,2026-01-07 15:17:56,2026-01-07 15:17:56,1,2,0.0,0.0
경춘선,춘천,2024,0,2026-01-07 15:18:13,2026-01-07 15:18:13,1,2,0.0,0.0
경춘선,평내호평,8055,1,2026-01-07 15:20:17,2026-01-07 15:20:17,1,2,0.0,0.0
공항철도,검암,A2131,1,2026-01-07 15:21:37,2026-01-07 15:21:37,1,1,0.0,0.0
공항철도,검암,A2146,0,2026-01-07 15:18:00,2026-01-07 15:18:00,2,2,0.0,0.0
공항철도,계양,A2133,1,2026-01-07 15:21:45,2026-01-07 15:21:45,1,1,0.0,0.0
공항철도,계양,A2144,0,2026-01-07 15:17:30,2026-01-07 15:17:30,2,1,0.0,0.0
공항철도,공덕,A2139,1,2026-01-07 15:20:57,2026-01-07 15:20:57,2,2,0.0,0.0
공항철도,공항화물청사,A2154,0,2026-01-07 15:17:59,2026-01-07 15:17:59,2,1,0.0,0.0
공항철도,김포공항,A2135,1,2026-01-07 15:21:22,2026-01-07 15:21:22,1,1,0.0,0.0
공항철도,김포공항,A3056,0,2026-01-07 15:19:28,2026-01-07 15:19:28,2,1,0.0,0.0
공항철도,디지털미디어시티,A2137,1,2026-01-07 15:21:57,2026-01-07 15:21:57,1,1,0.0,0.0
공항철도,마곡나루,A2135,1,2026-01-07 15:18:59,2026-01-07 15:18:59,2,1,0.0,0.0
공항철도,마곡나루,A3056,0,2026-01-07 15:21:46,2026-01-07 15:21:46,1,1,0.0,0.0
공항철도,서울,A3057,1,2026-01-07 15:20:13,2026-01-07 15:20:13,2,2,0.0,0.0
공항철도,영종,A2152,0,2026-01-07 15:21:14,2026-01-07 15:21:14,2,2,0.0,0.0
공항철도,운서,A2127,1,2026-01-07 15:20:29,2026-01-07 15:21:27,1,2,58.0,0.9666666666666667
공항철도,운서,A2154,0,2026-01-07 15:21:25,2026-01-07 15:21:25,1,1,0.0,0.0
공항철도,인천공항1터미널,A2156,0,2026-01-07 15:20:34,2026-01-07 15:20:34,2,2,0.0,0.0
공항철도,인천공항2터미널,A1032,0,2026-01-07 15:20:32,2026-01-07 15:20:32,2,2,0.0,0.0
공항철도,청라국제도시,A1027,1,2026-01-07 15:17:46,2026-01-07 15:17:46,2,2,0.0,0.0
공항철도,청라국제도시,A2148,0,2026-01-07 15:18:42,2026-01-07 15:18:42,2,2,0.0,0.0
공항철도,홍대입구,A2137,1,2026-01-07 15:18:37,2026-01-07 15:18:37,2,1,0.0,0.0
공항철도,홍대입구,A2140,0,2026-01-07 15:19:45,2026-01-07 15:19:45,2,2,0.0,0.0
수인분당선,가천대,6139,1,2026-01-07 15:22:06,2026-01-07 15:22:06,0,1,0.0,0.0
수인분당선,강남구청,6118,0,2026-01-07 15:22:03,2026-01-07 15:22:03,0,1,0.0,0.0
수인분당선,개포동,6120,0,2026-01-07 15:22:20,2026-01-07 15:22:20,1,1,0.0,0.0
수인분당선,개포동,6567,1,2026-01-07 15:21:47,2026-01-07 15:22:22,0,2,35.0,0.5833333333333334
수인분당선,고색,6556,0,2026-01-07 15:21:40,2026-01-07 15:22:21,0,2,41.0,0.6833333333333333
수인분당선,고색,6561,1,2026-01-07 15:22:22,2026-01-07 15:22:22,0,1,0.0,0.0
수인분당선,구성,6554,0,2026-01-07 15:21:27,2026-01-07 15:21:27,1,2,0.0,0.0
수인분당선,대모산입구,6120,0,2026-01-07 15:20:41,2026-01-07 15:20:41,1,1,0.0,0.0
수인분당선,모란,6137,1,2026-01-07 15:19:38,2026-01-07 15:19:38,1,1,0.0,0.0
수인분당선,복정,6122,0,2026-01-07 15:19:25,2026-01-07 15:19:25,1,2,0.0,0.0
수인분당선,복정,6139,1,2026-01-07 15:19:41,2026-01-07 15:19:41,1,1,0.0,0.0
수인분당선,사리,6558,0,2026-01-07 15:21:18,2026-01-07 15:21:18,1,2,0.0,0.0
수인분당선,서현,6552,0,2026-01-07 15:20:37,2026-01-07 15:20:37,1,1,0.0,0.0
수인분당선,선정릉,6118,0,2026-01-07 15:20:43,2026-01-07 15:20:43,1,1,0.0,0.0
수인분당선,선정릉,6143,1,2026-01-07 15:21:35,2026-01-07 15:21:35,1,2,0.0,0.0
수인분당선,소래포구,6560,0,2026-01-07 15:22:09,2026-01-07 15:22:09,0,1,0.0,0.0
수인분당선,송도,6562,0,2026-01-07 15:21:41,2026-01-07 15:22:21,0,2,40.0,0.6666666666666666
수인분당선,수내,6565,1,2026-01-07 15:21:50,2026-01-07 15:22:22,0,2,32.0,0.5333333333333333
수인분당선,수서,6141,1,2026-01-07 15:21:06,2026-01-07 15:21:06,1,2,0.0,0.0
수인분당선,수원,6561,1,2026-01-07 15:19:42,2026-01-07 15:19:42,1,1,0.0,0.0
수인분당선,수원시청,6130,0,2026-01-07 15:21:07,2026-01-07 15:21:07,1,2,0.0,0.0
수인분당선,숭의,6555,1,2026-01-07 15:21:04,2026-01-07 15:21:04,1,1,0.0,0.0
수인분당선,신갈,6563,1,2026-01-07 15:21:45,2026-01-07 15:21:45,1,2,0.0,0.0
수인분당선,신포,6555,1,2026-01-07 15:22:23,2026-01-07 15:22:23,0,1,0.0,0.0
수인분당선,야목,6559,1,2026-01-07 15:21:53,2026-01-07 15:21:53,0,1,0.0,0.0
수인분당선,야탑,6137,1,2026-01-07 15:21:53,2026-01-07 15:21:53,0,1,0.0,0.0
수인분당선,어천,6559,1,2026-01-07 15:19:47,2026-01-07 15:19:47,1,1,0.0,0.0
수인분당선,영통,6131,1,2026-01-07 15:21:05,2026-01-07 15:21:05,1,2,0.0,0.0
수인분당선,오리,6126,0,2026-01-07 15:20:33,2026-01-07 15:22:03,0,2,90.0,1.5
수인분당선,왕십리,6548,0,2026-01-07 15:19:25,2026-01-07 15:19:25,1,2,0.0,0.0
수인분당선,이매,6552,0,2026-01-07 15:22:17,2026-01-07 15:22:17,0,1,0.0,0.0
수인분당선,인천,6926,0,2026-01-07 15:21:39,2026-01-07 15:21:39,1,2,0.0,0.0
수인분당선,인천논현,6557,1,2026-01-07 15:21:42,2026-01-07 15:22:20,0,2,38.0,0.6333333333333333
수인분당선,인천논현,6560,0,2026-01-07 15:20:10,2026-01-07 15:20:10,1,1,0.0,0.0
수인분당선,죽전,6135,1,2026-01-07 15:21:26,2026-01-07 15:22:04,0,2,38.0,0.6333333333333333
수인분당선,태평,6124,0,2026-01-07 15:21:33,2026-01-07 15:22:27,0,2,54.0,0.9
수인분당선,한티,6550,0,2026-01-07 15:21:20,2026-01-07 15:21:52,0,2,32.0,0.5333333333333333
신분당선,광교,3,1,2026-01-07 15:20:06,2026-01-07 15:20:06,1,2,0.0,0.0
신분당선,광교중앙,14,0,2026-01-07 15:20:35,2026-01-07 15:20:35,2,1,0.0,0.0
신분당선,논현,2,1,2026-01-07 15:21:47,2026-01-07 15:21:47,1,1,0.0,0.0
신분당선,동천,15,1,2026-01-07 15:21:22,2026-01-07 15:22:05,0,2,43.0,0.7166666666666667
신분당선,동천,5,0,2026-01-07 15:22:09,2026-01-07 15:22:09,1,1,0.0,0.0
신분당선,상현,14,0,2026-01-07 15:21:42,2026-01-07 15:21:42,0,1,0.0,0.0
신분당선,상현,9,1,2026-01-07 15:21:07,2026-01-07 15:21:47,0,2,40.0,0.6666666666666666
신분당선,수지구청,5,0,2026-01-07 15:20:51,2026-01-07 15:20:51,2,1,0.0,0.0
